quote_date,item_id,item_desc,validity,shop_code,price,indicator_box,orig_indicator_box,price_relative,log_price_relative,stratum_weight,stratum_type,start_date,end_date,region,shop_type,shop_weight,base_price,base_validity,stratum_cell,year,month
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,808,4,S,S,0.572,-0.558,13.91,1,2018-02-01,999999,South East England,Multiple,8,6.99,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,4,,,1,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,4,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.33,,,1,0,13.91,1,2018-02-01,999999,South East England,Multiple,3,5.33,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1.04,0.039,13.91,1,2018-02-01,999999,South East England,Multiple,1,2.25,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1.044,0.043,13.91,1,2018-02-01,999999,South East England,Multiple,1,2.25,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.5,,,0.886,-0.121,13.91,1,2018-02-01,999999,South East England,Multiple,1,3.95,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,0.98,-0.02,13.91,1,2018-02-01,999999,South East England,Multiple,1,4.95,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.417,0.348,13.91,1,2018-02-01,999999,South East England,Multiple,1,3,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,962,4,S,,0.572,-0.558,13.91,1,2018-02-01,999999,South East England,Multiple,1,6.99,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,R,R,1,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,5.95,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,7.1,,,1,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,7.1,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,19,2.45,,,1.043,0.042,14.9,1,2018-02-01,999999,London,Multiple,1,2.35,3,2,2018,February
March 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,70,2.79,,,0.936,-0.066,13.91,1,2018-03-01,999999,South East England,Multiple,1,2.981,4,3,2018,March
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,1,62,0,T,T,0,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,2.25,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,49,2.99,,,1,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,2.99,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,2,2.7,,,1.2,0.182,14.9,1,2018-02-01,999999,London,Multiple,1,2.25,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,40,2.99,,,1,0,14.9,1,2018-02-01,999999,London,Multiple,1,2.99,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,26,4.6,R,R,1.533,0.427,14.9,1,2018-02-01,999999,London,Multiple,1,3,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,37,4.4,R,R,1.467,0.383,14.9,1,2018-02-01,999999,London,Multiple,1,3,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,67,2.7,,,1.174,0.16,14.9,1,2018-02-01,999999,London,Multiple,1,2.3,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,45,4,,,1.333,0.288,14.9,1,2018-02-01,999999,London,Multiple,1,3,3,2,2018,February
May 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,8,5,,,0.901,-0.104,13.91,1,2018-05-01,999999,South East England,Multiple,1,5.547,4,3,2018,May
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,71,3.85,,,0.885,-0.122,13.91,1,2018-02-01,999999,South East England,Multiple,1,4.35,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,30,2.89,,,0.967,-0.034,13.91,1,2018-02-01,999999,South East England,Multiple,1,2.99,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,35,3,Q,Q,1.091,0.087,14.9,1,2018-02-01,999999,London,Multiple,1,2.75,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,62,2.89,,,0.967,-0.034,14.9,1,2018-02-01,999999,London,Multiple,1,2.99,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,69,3.85,,,0.885,-0.122,14.9,1,2018-02-01,999999,London,Multiple,1,4.35,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,1,6,0,T,T,0,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,2.25,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,6,4,S,S,0.572,-0.558,13.91,1,2018-02-01,999999,South East England,Multiple,1,6.99,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,1,3.6,,,1,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,3.6,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,7,3.85,,,0.885,-0.122,14.9,1,2018-02-01,999999,London,Multiple,1,4.35,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,1,32,0,T,T,0,0,14.9,1,2018-02-01,999999,London,Multiple,1,2.25,3,2,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,50,5,,,1.002,0.002,13.91,1,2018-02-01,999999,South East England,Multiple,1,4.99,3,3,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,49,2.39,,,1,0,13.91,1,2018-02-01,999999,South East England,Multiple,1,2.39,3,3,2018,February
July 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,50,2.89,,,0.948,-0.054,13.91,1,2018-07-01,999999,South East England,Multiple,1,3.049,4,3,2018,July
March 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,80,4.49,,,1.22,0.199,13.91,1,2018-03-01,999999,South East England,Multiple,1,3.679,4,3,2018,March
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.34,,,1.04,0.039,9.12,1,2018-02-01,999999,East Anglia,Multiple,2,2.25,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,5.99,,,1,0,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,5.99,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,803,3.5,S,S,0.625,-0.47,9.12,1,2018-02-01,999999,East Anglia,Multiple,2,5.6,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.5,,,0.886,-0.121,9.12,1,2018-02-01,999999,East Anglia,Multiple,2,3.95,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,808,4,S,S,0.572,-0.558,9.12,1,2018-02-01,999999,East Anglia,Multiple,5,6.99,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,1,814,0,T,T,0,0,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,4,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.33,,,1,0,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,5.33,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1.04,0.039,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,2.25,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1.044,0.043,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,2.25,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.5,,,0.886,-0.121,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,3.95,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,0.98,-0.02,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,4.95,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.417,0.348,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,3,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,962,4,S,,0.572,-0.558,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,6.99,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,R,R,1,0,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,5.95,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,7.1,,,1,0,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,7.1,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,43,3.15,,,1.054,0.052,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,2.99,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,44,2.79,,,1,0,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,2.79,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,48,3,,,0.75,-0.288,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,4,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,68,2.89,,,0.967,-0.034,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,2.99,3,5,2018,February
August 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,26,3,S,S,0.832,-0.184,9.12,1,2018-08-01,999999,East Anglia,Multiple,1,3.605,4,5,2018,August
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,56,2.89,,,0.967,-0.034,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,2.99,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,8,3,S,S,1.091,0.087,9.12,1,2018-02-01,999999,East Anglia,Multiple,1,2.75,3,5,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.34,,,1.04,0.039,8.91,1,2018-02-01,999999,South West England,Multiple,2,2.25,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,2.99,,,1,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,2.99,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,803,4,S,S,0.68,-0.385,8.91,1,2018-02-01,999999,South West England,Multiple,2,5.88,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.5,,,0.886,-0.121,8.91,1,2018-02-01,999999,South West England,Multiple,2,3.95,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,808,4,S,S,0.572,-0.558,8.91,1,2018-02-01,999999,South West England,Multiple,5,6.99,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,3,,,1,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,3,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.33,,,1,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,5.33,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1.04,0.039,8.91,1,2018-02-01,999999,South West England,Multiple,1,2.25,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1.044,0.043,8.91,1,2018-02-01,999999,South West England,Multiple,1,2.25,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.5,,,0.886,-0.121,8.91,1,2018-02-01,999999,South West England,Multiple,1,3.95,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,0.98,-0.02,8.91,1,2018-02-01,999999,South West England,Multiple,1,4.95,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.417,0.348,8.91,1,2018-02-01,999999,South West England,Multiple,1,3,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,962,4,S,,0.572,-0.558,8.91,1,2018-02-01,999999,South West England,Multiple,1,6.99,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,R,R,1,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,5.95,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,7.1,,,1,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,7.1,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,43,2.99,,,1,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,2.99,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,47,3.5,S,S,0.701,-0.355,8.91,1,2018-02-01,999999,South West England,Multiple,1,4.99,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,65,2.59,,,1.084,0.08,8.91,1,2018-02-01,999999,South West England,Multiple,1,2.39,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,1,83,0,T,T,0,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,2.25,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,25,2.19,,,0.916,-0.087,8.91,1,2018-02-01,999999,South West England,Multiple,1,2.39,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,7,3.6,,,1,0,8.91,1,2018-02-01,999999,South West England,Multiple,1,3.6,3,4,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,3.4,,,0.944,-0.057,9.17,1,2018-02-01,999999,West Midlands,Multiple,3,3.6,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,2.79,,,1,0,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,2.79,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,1,807,0,T,T,0,0,9.17,1,2018-02-01,999999,West Midlands,Multiple,2,3.95,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,3.6,,,1,0,9.17,1,2018-02-01,999999,West Midlands,Multiple,3,3.6,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,2.4,,,1.021,0.021,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,2.35,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.33,,,1,0,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,5.33,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1.04,0.039,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,2.25,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1.044,0.043,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,2.25,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.5,,,0.886,-0.121,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,3.95,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,0.98,-0.02,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,4.95,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.417,0.348,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,3,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,962,4,S,,0.572,-0.558,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,6.99,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,R,R,1,0,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,5.95,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,7.1,,,1,0,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,7.1,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,9,3,,,0.769,-0.262,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,3.9,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,54,4,R,R,1.333,0.288,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,3,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,18,2.89,,,0.967,-0.034,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,2.99,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,16,4,S,S,0.572,-0.558,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,6.99,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,136,2.99,,,1,0,9.17,1,2018-02-01,999999,West Midlands,Multiple,1,2.99,3,7,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,3.5,,,1,0,7.55,1,2018-02-01,999999,East Midlands,Multiple,2,3.5,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,4,,,1.003,0.003,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,3.99,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.5,,,0.886,-0.121,7.55,1,2018-02-01,999999,East Midlands,Multiple,2,3.95,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,808,8,R,R,2,0.693,7.55,1,2018-02-01,999999,East Midlands,Multiple,3,4,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,4,,,1,0,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,4,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.33,,,1,0,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,5.33,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1.04,0.039,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,2.25,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1.044,0.043,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,2.25,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.5,,,0.886,-0.121,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,3.95,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,0.98,-0.02,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,4.95,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.417,0.348,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,3,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,962,4,S,,0.572,-0.558,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,6.99,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,R,R,1,0,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,5.95,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,7.1,,,1,0,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,7.1,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,101,2.19,,,0.916,-0.087,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,2.39,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,81,3,S,S,1.091,0.087,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,2.75,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,58,2.7,,,1.174,0.16,7.55,1,2018-02-01,999999,East Midlands,Multiple,1,2.3,3,6,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.54,,,1.129,0.121,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,3,2.25,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,2.79,,,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.79,3,8,2018,February
December 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,803,3.8,,,0.996,-0.004,8.22,1,2018-12-01,999999,Yorkshire & Humberside,Multiple,3,3.816,4,8,2018,December
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.5,,,0.886,-0.121,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,3,3.95,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,3.6,,,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,3,3.6,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,3,,,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,3,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.33,,,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,5.33,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1.04,0.039,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.25,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1.044,0.043,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.25,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.5,,,0.886,-0.121,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,3.95,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,0.98,-0.02,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,4.95,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.417,0.348,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,3,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,4,962,4,S,,0.572,-0.558,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,6.99,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,R,R,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,5.95,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,7.1,,,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,7.1,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,47,2.99,,,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.99,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,121,2.89,,,0.967,-0.034,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.99,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,10,2.4,,,1.333,0.288,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,1.8,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,51,2.89,,,0.967,-0.034,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.99,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,28,3,S,S,1.091,0.087,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.75,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,7,2.45,,,1,0,8.22,1,2018-02-01,999999,Yorkshire & Humberside,Multiple,1,2.45,3,8,2018,February
February 2018,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.54,,,1.129,0.121,9.97,1,2018-02-01,999999,North West England,Multiple,4,2.25,3,9,2018,February
